,ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
2490,148659373,0,49.0,0,11.0,"$191,870",No,"$546,868",z_No,M,PhD,Doctor,28,Private,"$5,900",6,Pickup,yes,$0,0,No,1,$0,15.0,1
1603,374132307,1,39.0,3,11.0,"$73,677",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,61,Commercial,"$20,610",1,Minivan,no,$0,0,No,0,$0,8.0,0
2497,196477192,1,39.0,2,,"$63,215",No,"$202,136",Yes,z_F,Bachelors,Professional,9,Private,"$12,930",6,z_SUV,no,"$7,746",1,No,5,"$6,170",8.0,1
5270,792269001,0,53.0,0,16.0,"$71,012",No,$0,z_No,z_F,Masters,Home Maker,43,Private,"$18,540",16,Sports Car,no,$0,0,No,1,$0,9.0,0
795,896894650,0,40.0,2,9.0,"$31,957",No,"$143,354",Yes,M,<High School,Clerical,29,Private,"$19,930",14,Van,yes,$0,0,No,0,$0,2.0,0
5608,209164653,0,36.0,0,13.0,"$53,241",No,"$205,451",Yes,z_F,Masters,Lawyer,48,Private,"$15,390",3,z_SUV,no,$0,0,No,0,$0,10.0,0
6088,833213711,0,40.0,0,7.0,"$58,460",No,"$204,259",z_No,z_F,<High School,z_Blue Collar,36,Private,"$20,230",17,Minivan,no,$0,0,No,1,$0,2.0,0
2433,679670661,0,55.0,0,12.0,"$54,236",No,"$219,127",Yes,M,Bachelors,z_Blue Collar,40,Commercial,"$6,600",1,Pickup,no,$0,0,No,0,$0,15.0,0
8906,765985821,0,31.0,1,10.0,"$46,192",No,"$133,668",Yes,M,Masters,Lawyer,37,Private,"$9,810",1,Pickup,no,$0,0,No,0,$0,12.0,0
6210,327616370,1,45.0,3,12.0,"$106,194",Yes,$0,z_No,z_F,Masters,,33,Commercial,"$18,760",6,Pickup,no,$0,0,No,0,"$1,620",6.0,0
5712,471142656,0,36.0,1,9.0,,Yes,"$143,531",z_No,z_F,Bachelors,z_Blue Collar,41,Commercial,"$8,370",4,Minivan,no,$0,0,No,0,$0,14.0,1
9101,976490313,0,37.0,2,16.0,"$29,688",No,"$131,833",Yes,z_F,<High School,Clerical,24,Private,"$14,910",14,Sports Car,no,"$5,991",3,No,5,$0,-1.0,0
4350,226854820,0,59.0,0,9.0,"$188,788",No,"$481,769",Yes,M,PhD,Doctor,31,Private,"$29,640",1,Minivan,no,$0,0,No,1,$0,14.0,1
9471,144317437,0,42.0,0,10.0,"$73,558",No,"$236,794",z_No,M,Masters,,6,Commercial,"$18,650",6,Van,no,$0,0,No,2,$0,12.0,0
6322,273566676,0,36.0,0,9.0,"$12,216",No,$0,z_No,z_F,z_High School,Student,53,Commercial,"$5,200",7,Sports Car,no,$0,0,No,2,"$2,703",2.0,1
552,728230622,0,58.0,0,12.0,$278,No,"$91,930",Yes,z_F,z_High School,Student,58,Commercial,"$26,150",1,Pickup,no,"$49,641",2,No,0,$0,9.0,1
3700,549794102,0,39.0,1,13.0,"$39,811",No,"$139,551",Yes,z_F,z_High School,z_Blue Collar,22,Commercial,"$16,260",4,z_SUV,no,"$3,416",4,No,3,"$2,557",4.0,1
6185,789498504,0,39.0,2,0.0,,Yes,$0,z_No,z_F,Bachelors,Student,70,Commercial,"$5,500",4,Sports Car,no,"$8,149",3,No,5,$0,12.0,0
4479,61765965,0,36.0,0,10.0,"$52,856",No,"$174,800",z_No,z_F,Masters,Lawyer,36,Private,"$10,790",1,z_SUV,no,$0,0,No,0,$0,14.0,0
2938,519840483,0,35.0,0,6.0,,No,"$152,065",Yes,z_F,z_High School,Clerical,41,Private,"$11,290",1,z_SUV,no,$0,0,No,0,$0,5.0,0
8436,769067201,0,41.0,0,11.0,"$50,747",No,"$184,074",z_No,M,Masters,Professional,28,Commercial,"$24,210",7,Panel Truck,yes,"$41,477",2,No,3,$0,16.0,1
9695,742903652,0,47.0,0,9.0,"$54,108",No,"$225,756",Yes,M,z_High School,Clerical,35,Private,"$23,780",7,Minivan,no,"$3,911",2,No,0,$0,-1.0,0
2522,887205191,0,43.0,0,14.0,"$96,462",No,"$262,391",z_No,M,Bachelors,z_Blue Collar,20,Private,"$15,150",4,Minivan,yes,$0,0,No,0,$0,10.0,0
3695,506576300,0,42.0,0,0.0,$0,No,$0,z_No,z_F,Bachelors,Student,38,Commercial,"$5,400",1,z_SUV,no,$0,0,No,0,$0,7.0,0
3908,996435699,2,54.0,2,9.0,"$9,763",Yes,"$146,670",z_No,z_F,z_High School,Home Maker,21,Private,"$7,200",1,z_SUV,no,$0,0,No,0,"$3,294",,1
3886,370622275,0,57.0,0,8.0,"$77,051",No,$0,z_No,M,Bachelors,z_Blue Collar,11,Commercial,"$14,610",10,Minivan,yes,$0,0,No,0,$0,,0
6816,395705134,0,49.0,0,12.0,"$25,953",No,"$148,167",z_No,M,z_High School,Clerical,45,Private,"$13,730",4,Minivan,no,"$3,053",1,No,4,$0,2.0,1
8743,995033150,0,40.0,0,11.0,"$67,338",No,"$205,470",Yes,z_F,Bachelors,z_Blue Collar,6,Commercial,"$19,840",10,z_SUV,no,$0,0,Yes,0,$0,14.0,0
3811,253352702,1,41.0,1,13.0,"$94,116",Yes,"$263,819",z_No,M,Masters,Professional,18,Commercial,"$24,650",15,Panel Truck,no,$0,0,No,3,"$3,625",13.0,1
5195,427771229,0,43.0,0,12.0,"$24,306",No,"$150,872",Yes,M,Masters,Professional,12,Commercial,"$27,790",2,Panel Truck,no,"$8,414",2,No,4,$0,11.0,0
8396,969801584,1,43.0,1,14.0,"$26,156",No,"$179,165",Yes,z_F,Bachelors,Professional,48,Private,"$14,460",1,z_SUV,no,"$28,959",1,Yes,0,"$5,424",11.0,1
5705,992907364,0,46.0,0,,$0,No,$0,z_No,z_F,<High School,Student,48,Private,"$6,500",1,Sports Car,no,$0,0,No,6,"$3,214",5.0,1
7622,478593905,0,45.0,0,14.0,"$50,759",No,$0,z_No,z_F,Bachelors,Manager,30,Private,"$11,180",1,z_SUV,no,$0,0,No,0,$0,1.0,0
2767,198710955,0,43.0,0,10.0,"$52,703",No,"$221,964",Yes,M,z_High School,Professional,6,Private,"$11,370",10,Pickup,no,$0,0,No,0,$0,9.0,0
2417,989257294,0,43.0,0,,"$7,804",No,$0,z_No,z_F,z_High School,Student,25,Private,"$6,480",1,z_SUV,no,"$4,400",1,No,2,"$8,496",9.0,1
7106,352857345,2,37.0,3,14.0,"$36,463",No,"$184,091",Yes,z_F,<High School,z_Blue Collar,10,Commercial,"$5,700",6,z_SUV,no,$0,0,No,5,"$5,662",10.0,1
459,299535182,0,42.0,2,15.0,"$70,982",No,"$220,008",Yes,M,z_High School,Clerical,5,Private,"$13,660",6,z_SUV,no,$0,0,No,2,$0,5.0,0
1805,174671893,0,34.0,0,11.0,"$79,594",No,$0,z_No,M,Masters,Manager,29,Commercial,"$20,660",3,Van,yes,"$2,299",3,No,5,"$7,803",,1
5629,83485213,0,46.0,0,15.0,"$25,104",No,"$110,907",Yes,z_F,<High School,z_Blue Collar,21,Private,"$17,340",17,Sports Car,no,$0,0,No,1,$0,0.0,0
2766,652340539,0,39.0,2,12.0,"$35,738",No,"$138,610",Yes,z_F,z_High School,Clerical,46,Private,"$12,900",1,z_SUV,no,$0,0,No,1,"$4,052",1.0,0
7075,751270923,0,50.0,0,16.0,"$65,268",No,"$288,825",Yes,M,Bachelors,z_Blue Collar,61,Commercial,"$15,810",17,Minivan,no,"$5,171",2,No,0,$0,2.0,0
3020,346806456,0,44.0,0,0.0,$0,No,$0,Yes,M,z_High School,Student,23,Commercial,"$33,540",4,Minivan,yes,$0,0,No,0,$0,2.0,0
514,302914112,0,40.0,0,7.0,"$93,041",No,"$278,760",Yes,M,Bachelors,z_Blue Collar,23,Commercial,"$15,200",14,Minivan,yes,"$16,255",2,No,1,$0,4.0,0
6252,542042023,0,47.0,0,15.0,,No,"$109,034",Yes,M,z_High School,Clerical,21,Private,"$6,100",1,Pickup,no,$0,0,No,2,$0,-1.0,1
7217,235509680,0,41.0,0,13.0,"$58,231",No,"$209,820",Yes,M,Bachelors,Manager,20,Commercial,"$11,310",10,Pickup,yes,$0,0,No,0,$0,12.0,0
2185,927477474,0,42.0,2,7.0,"$9,968",Yes,$0,z_No,z_F,Bachelors,Student,44,Private,"$5,500",4,z_SUV,no,$0,0,No,4,"$5,816",9.0,1
4087,191145980,0,48.0,0,11.0,"$29,944",No,"$160,062",Yes,z_F,<High School,Clerical,33,Private,"$15,070",13,z_SUV,no,$0,0,No,0,$0,,0
4031,983800811,0,46.0,0,13.0,"$75,931",No,,Yes,M,Masters,Professional,26,Commercial,"$28,210",4,Panel Truck,yes,$0,0,No,0,$0,10.0,0
2531,651621441,0,38.0,0,9.0,"$103,073",No,"$257,576",z_No,z_F,Bachelors,Manager,29,Private,"$28,750",1,Pickup,no,$0,0,No,0,$0,1.0,0
584,511494009,0,42.0,2,14.0,,No,"$152,554",Yes,z_F,z_High School,Clerical,41,Private,"$9,450",6,z_SUV,no,"$1,584",3,No,0,$0,7.0,0
365,18938047,0,34.0,0,14.0,"$73,367",No,$0,z_No,M,Bachelors,Professional,36,Private,"$12,740",6,Minivan,yes,"$3,320",1,No,4,$0,7.0,0
2440,928682529,2,35.0,2,0.0,$0,No,$0,Yes,M,z_High School,Student,22,Commercial,"$5,300",4,Pickup,yes,$0,0,No,8,"$9,388",0.0,1
7603,328295910,0,47.0,0,12.0,"$15,951",No,"$123,642",Yes,M,z_High School,Student,63,Commercial,"$17,580",6,Van,yes,$0,0,No,0,$0,1.0,0
9401,214064538,0,48.0,0,8.0,"$43,379",No,"$210,026",z_No,M,Bachelors,Manager,16,Private,"$32,120",14,Minivan,yes,$0,0,No,0,$0,13.0,0
5713,72137269,0,40.0,2,13.0,"$14,604",Yes,"$114,676",z_No,z_F,<High School,Clerical,52,Private,"$7,460",16,z_SUV,no,"$9,543",3,No,9,"$3,556",1.0,1
10118,607470299,0,46.0,0,10.0,"$52,456",No,"$234,158",Yes,M,Bachelors,z_Blue Collar,63,Commercial,"$9,830",1,Pickup,no,"$4,215",3,No,3,"$32,386",,1
10255,506098199,0,57.0,3,11.0,"$90,186",No,"$278,241",Yes,M,Masters,Lawyer,15,Private,"$15,390",1,Minivan,yes,$0,0,No,0,$0,20.0,0
7720,924629937,0,33.0,3,0.0,$0,No,$0,Yes,z_F,Bachelors,Home Maker,75,Private,"$4,700",6,Sports Car,no,$0,0,No,0,$0,11.0,0
8036,207619261,0,56.0,0,8.0,"$83,521",No,"$275,791",Yes,M,Bachelors,Professional,37,Commercial,"$23,260",6,Panel Truck,yes,$0,0,No,2,"$1,322",-1.0,1
9651,800805121,0,36.0,0,7.0,"$20,717",No,$0,z_No,M,z_High School,z_Blue Collar,24,Commercial,"$7,070",10,Pickup,yes,"$5,179",2,No,0,"$3,200",5.0,1
6134,368843479,0,60.0,1,0.0,$0,Yes,$0,z_No,M,z_High School,Student,51,Private,"$13,140",1,Minivan,yes,"$5,696",4,No,9,"$3,172",1.0,1
2138,874058106,0,46.0,2,13.0,"$10,627",No,$0,Yes,M,z_High School,Student,17,Commercial,"$6,960",1,Pickup,no,$0,0,No,0,$0,10.0,0
5409,755108654,0,47.0,1,11.0,"$82,918",Yes,$0,z_No,M,Bachelors,Manager,15,Private,"$21,950",6,Van,no,"$5,074",3,No,4,$0,13.0,0
3204,306976325,0,51.0,0,15.0,"$38,939",No,"$155,006",z_No,M,Bachelors,Professional,28,Commercial,"$31,970",4,Panel Truck,no,$0,0,No,1,$0,9.0,1
7557,580762488,0,36.0,1,7.0,"$55,123",No,,Yes,M,z_High School,z_Blue Collar,22,Commercial,"$20,580",11,Van,no,$0,0,No,0,"$5,792",6.0,1
2670,237375162,0,28.0,2,12.0,"$26,906",Yes,$0,z_No,z_F,z_High School,Clerical,10,Private,"$4,000",1,Sports Car,no,"$23,451",2,Yes,8,"$3,748",8.0,0
9628,869157239,0,57.0,0,16.0,"$7,280",No,$0,Yes,M,Bachelors,Student,14,Commercial,"$36,360",1,Minivan,yes,"$15,724",2,Yes,6,"$6,139",10.0,1
9895,120868496,0,51.0,0,,"$74,330",No,$0,z_No,M,Masters,Lawyer,51,Private,"$30,440",1,Minivan,no,$0,0,Yes,0,$0,20.0,0
4454,865629860,0,61.0,0,12.0,"$12,359",No,"$122,315",z_No,M,z_High School,Clerical,24,Private,"$13,640",1,Minivan,no,$0,0,No,1,$0,2.0,0
4488,689736386,0,41.0,2,0.0,$0,No,$0,Yes,z_F,<High School,Student,15,Private,"$5,800",1,Sports Car,no,"$5,767",1,No,9,"$8,927",4.0,0
4595,10755990,0,53.0,0,14.0,"$54,639",No,$0,z_No,M,<High School,Clerical,50,Private,"$6,400",12,Pickup,yes,$0,0,No,1,$0,1.0,0
7814,281636972,0,49.0,0,15.0,"$15,151",No,"$119,434",Yes,z_F,<High School,Clerical,40,Private,"$10,380",4,z_SUV,no,$0,0,No,2,$0,0.0,0
1979,966504793,0,46.0,0,15.0,"$24,846",No,"$152,559",Yes,M,Bachelors,Manager,56,Private,"$13,900",6,Minivan,yes,"$39,204",2,Yes,6,$0,1.0,0
169,531912267,0,57.0,3,18.0,"$78,936",No,"$235,670",Yes,z_F,Masters,Lawyer,40,Private,"$20,350",6,z_SUV,no,$0,0,No,0,"$5,147",14.0,1
9029,23757259,0,45.0,0,9.0,"$74,478",No,"$223,052",z_No,M,Masters,,71,Commercial,"$22,930",4,Panel Truck,no,"$5,855",2,No,5,$0,16.0,0
9017,842975105,0,35.0,0,10.0,"$44,315",No,"$193,380",z_No,z_F,z_High School,Manager,15,Private,"$5,930",1,Sports Car,no,$0,0,Yes,2,$0,10.0,0
7836,434360193,0,44.0,0,7.0,"$30,743",No,$0,z_No,M,<High School,z_Blue Collar,44,Private,"$1,500",3,Minivan,yes,$0,0,No,0,$0,3.0,1
5141,860906116,2,47.0,2,14.0,"$70,029",No,"$210,170",Yes,z_F,Bachelors,Manager,29,Private,"$11,130",10,z_SUV,no,"$5,311",2,No,7,$0,8.0,0
7968,159571183,0,60.0,0,12.0,"$80,217",No,"$275,635",Yes,M,Bachelors,z_Blue Collar,26,Commercial,"$26,630",1,Panel Truck,no,"$8,938",2,No,6,"$5,601",13.0,0
9052,514434088,0,28.0,1,0.0,$0,Yes,$0,z_No,M,z_High School,Home Maker,9,Private,"$4,300",11,Minivan,no,$0,0,No,0,$0,8.0,0
1854,32831884,0,43.0,0,9.0,"$39,089",No,"$206,898",Yes,M,z_High School,Clerical,35,Private,"$12,730",6,Minivan,no,"$1,332",2,No,2,$0,6.0,1
4052,252778951,0,51.0,0,12.0,"$54,096",No,"$191,881",z_No,M,z_High School,z_Blue Collar,26,Commercial,"$28,200",6,Panel Truck,yes,$0,0,No,5,$0,,0
3244,195066900,0,49.0,0,5.0,"$75,983",No,"$252,802",Yes,M,Masters,,17,Commercial,"$22,100",4,Van,yes,$0,0,No,0,$0,15.0,0
6319,734588430,0,43.0,0,12.0,"$29,914",No,$0,z_No,z_F,z_High School,z_Blue Collar,41,Commercial,"$5,900",3,Sports Car,no,$0,0,No,1,"$3,585",-1.0,1
2361,562092571,0,52.0,0,9.0,"$30,776",No,"$200,353",Yes,M,<High School,Clerical,25,Commercial,"$25,530",10,Panel Truck,yes,"$1,086",2,No,0,$0,3.0,0
9856,168068074,0,51.0,0,,$0,No,$0,Yes,M,z_High School,Student,33,Commercial,"$6,620",1,Pickup,yes,"$4,093",3,No,1,"$2,738",6.0,1
9944,456146375,1,39.0,2,11.0,"$47,880",Yes,"$208,837",z_No,z_F,<High School,Clerical,33,Private,"$6,290",1,z_SUV,no,"$3,224",2,Yes,2,"$3,988",0.0,1
8871,796247401,0,51.0,0,17.0,"$68,184",No,"$215,796",Yes,M,Masters,Lawyer,41,Private,"$13,520",1,Minivan,yes,$0,0,No,0,$0,20.0,0
7765,958363193,2,43.0,2,13.0,"$63,357",No,"$222,957",Yes,M,Bachelors,z_Blue Collar,26,Commercial,"$12,930",6,Minivan,yes,$0,0,No,4,$0,1.0,0
1194,578768750,3,38.0,3,14.0,"$128,895",No,"$373,531",Yes,z_F,Masters,Professional,10,Commercial,"$44,270",13,Van,no,$0,0,No,4,$0,7.0,1
7004,512406830,2,47.0,4,0.0,$0,No,$0,Yes,z_F,z_High School,Student,46,Private,"$7,030",4,z_SUV,no,$0,0,No,2,$0,8.0,0
3883,695733470,0,42.0,2,,"$80,054",Yes,$0,z_No,z_F,z_High School,Professional,5,Private,"$11,110",1,z_SUV,no,$0,0,No,1,$0,10.0,0
6189,322263865,0,51.0,0,12.0,"$81,284",No,"$231,329",Yes,M,Masters,Lawyer,26,Private,"$26,860",1,Minivan,yes,$0,0,No,0,$0,14.0,0
3061,238107035,0,36.0,0,11.0,"$24,933",No,"$112,656",Yes,M,z_High School,Clerical,29,Private,"$14,380",1,Minivan,no,"$5,095",2,No,0,$0,1.0,0
4414,305428148,2,41.0,3,15.0,"$18,784",Yes,$0,z_No,M,z_High School,z_Blue Collar,20,Commercial,"$7,080",7,Minivan,yes,"$26,827",4,No,3,$0,,0
7667,154593768,0,43.0,3,15.0,"$211,575",Yes,"$515,570",z_No,M,PhD,Manager,9,Private,"$7,260",1,Pickup,no,$698,1,No,4,$0,,0
3040,918606594,0,45.0,0,9.0,"$105,442",No,,z_No,M,Masters,Lawyer,38,Private,"$11,040",1,Minivan,yes,$0,0,No,0,$0,9.0,0
1793,769366547,0,45.0,0,12.0,"$218,705",No,$0,z_No,M,PhD,,47,Commercial,"$28,370",14,Panel Truck,no,"$4,558",2,No,8,$0,14.0,0
3981,686048949,0,39.0,0,13.0,"$92,395",No,$0,z_No,z_F,Bachelors,Professional,61,Private,"$22,780",4,Sports Car,no,$0,0,No,0,$0,1.0,0
7165,207103327,0,30.0,0,0.0,$0,No,$0,z_No,z_F,Bachelors,Home Maker,49,Private,"$4,300",6,z_SUV,no,"$52,102",2,Yes,6,"$2,351",10.0,1
4742,824829885,0,56.0,0,0.0,$0,No,"$103,525",Yes,z_F,Masters,Home Maker,48,Private,"$20,710",1,Sports Car,no,"$8,956",2,No,0,"$5,760",2.0,1
9133,363380660,0,49.0,0,13.0,"$90,971",No,,z_No,M,PhD,Doctor,39,Private,"$14,630",4,Minivan,no,$0,0,No,2,$0,17.0,0
2056,131496841,0,40.0,2,11.0,"$88,787",Yes,"$215,953",z_No,z_F,Masters,,5,Commercial,"$14,880",6,Pickup,no,$0,0,No,4,$0,14.0,0
71,997497927,0,27.0,3,14.0,"$54,968",No,"$146,784",Yes,z_F,z_High School,Professional,20,Private,"$10,040",4,z_SUV,no,$0,0,Yes,0,$0,8.0,0
6480,513474624,0,53.0,0,11.0,"$70,198",No,"$239,210",Yes,M,Bachelors,z_Blue Collar,41,Commercial,"$37,810",6,Panel Truck,no,$0,0,Yes,0,$934,9.0,0
4733,589346561,0,58.0,1,16.0,"$97,765",No,"$265,727",Yes,z_F,Masters,Manager,55,Private,"$26,030",1,Minivan,no,"$23,719",3,Yes,3,$0,13.0,0
6163,11668406,0,52.0,0,13.0,"$35,594",No,"$166,691",z_No,z_F,Bachelors,Manager,43,Private,"$19,760",3,Pickup,no,"$20,437",3,No,1,$0,8.0,0
7087,233611730,0,60.0,0,8.0,"$4,334",No,$0,z_No,M,Bachelors,Student,38,Commercial,"$7,730",11,Pickup,yes,"$3,229",2,No,5,"$4,906",14.0,1
2091,631023812,0,31.0,2,13.0,"$34,368",No,"$142,365",Yes,z_F,<High School,z_Blue Collar,48,Private,"$7,640",17,Sports Car,no,$0,0,No,2,"$6,879",0.0,1
4515,578508252,0,31.0,0,12.0,"$40,071",No,,Yes,z_F,Bachelors,Clerical,23,Private,"$8,810",1,z_SUV,no,$0,0,No,0,$0,11.0,0
6372,470130625,0,51.0,0,12.0,"$137,181",No,"$392,070",Yes,z_F,Bachelors,Professional,47,Private,"$40,260",4,z_SUV,no,$0,0,No,1,$0,5.0,1
6368,221875526,0,37.0,1,12.0,"$67,075",No,"$216,740",Yes,M,Bachelors,Manager,7,Commercial,"$28,680",1,Panel Truck,no,$0,0,No,0,$0,14.0,0
801,551296680,0,46.0,0,12.0,"$2,346",No,"$99,554",Yes,z_F,Bachelors,Student,25,Commercial,"$24,590",1,Minivan,no,"$33,218",3,No,0,$0,6.0,0
6940,773972143,0,46.0,0,12.0,"$72,606",No,$0,z_No,z_F,Bachelors,Professional,34,Private,"$13,060",4,z_SUV,no,"$11,613",2,No,0,$0,9.0,0
2402,534721073,1,37.0,2,,"$40,608",Yes,"$176,832",z_No,z_F,z_High School,Clerical,20,Private,"$9,130",9,z_SUV,no,$0,0,No,3,$0,6.0,0
5775,453226976,0,41.0,2,15.0,"$175,263",No,"$447,360",Yes,z_F,Bachelors,Professional,37,Commercial,"$34,390",1,Van,no,$0,0,No,0,$0,9.0,0
5330,801260359,0,50.0,0,12.0,"$40,875",No,"$179,476",Yes,M,Masters,Professional,64,Private,"$21,800",1,Van,yes,"$3,397",3,No,4,$0,13.0,0
7131,269708952,0,40.0,0,8.0,"$59,603",No,$0,z_No,z_F,Masters,,30,Commercial,"$26,330",4,Pickup,no,$0,0,No,1,$0,15.0,0
3311,487754398,2,43.0,3,,"$153,236",Yes,$0,z_No,z_F,Masters,Lawyer,27,Private,"$5,400",10,z_SUV,no,$0,0,Yes,1,"$2,424",13.0,1
7425,651865856,0,37.0,0,10.0,"$70,389",No,"$182,499",z_No,M,z_High School,z_Blue Collar,35,Commercial,"$5,000",1,Minivan,yes,$0,0,No,2,$0,5.0,0
6284,187608911,0,53.0,0,14.0,"$62,405",No,"$225,899",Yes,M,z_High School,Professional,39,Private,"$11,400",14,Pickup,yes,$0,0,No,0,$0,6.0,0
4661,672631938,0,49.0,0,0.0,$0,No,,Yes,z_F,Masters,Home Maker,18,Private,"$16,230",1,z_SUV,no,"$32,135",3,No,4,$0,17.0,0
6422,111885786,0,62.0,1,14.0,,No,"$219,318",Yes,z_F,z_High School,Professional,66,Private,"$14,080",4,Sports Car,no,"$5,898",3,No,3,"$2,931",1.0,1
6279,419897982,0,55.0,0,6.0,"$55,977",No,$0,z_No,M,Bachelors,Professional,45,Commercial,"$9,790",1,Pickup,yes,"$6,193",1,No,4,"$2,379",7.0,1
6577,202023928,0,45.0,0,,"$105,051",No,"$313,504",z_No,M,Bachelors,Professional,37,Commercial,"$16,810",4,Van,yes,"$6,978",2,No,2,"$1,894",0.0,1
6955,366517272,0,51.0,0,10.0,"$161,741",No,"$427,283",Yes,M,PhD,,37,Commercial,"$10,090",3,Pickup,yes,$0,0,No,0,$0,12.0,0
5355,578571131,0,41.0,0,9.0,"$30,822",No,"$125,424",z_No,M,z_High School,Clerical,33,Commercial,"$20,060",1,Van,no,$0,0,No,1,$0,3.0,0
536,508339617,0,33.0,2,12.0,"$92,904",Yes,"$264,763",z_No,z_F,Bachelors,z_Blue Collar,30,Commercial,"$14,060",10,z_SUV,no,$0,0,No,0,$0,11.0,0
4505,715183798,0,41.0,0,9.0,"$178,356",No,$0,z_No,z_F,PhD,Doctor,21,Private,"$23,140",1,Pickup,no,$0,0,No,0,$0,18.0,0
1595,26770864,0,45.0,0,0.0,,No,$0,z_No,z_F,Bachelors,Student,5,Commercial,"$10,810",4,z_SUV,no,"$3,461",2,No,5,$0,10.0,0
2643,164947678,2,35.0,2,11.0,"$93,310",No,"$265,298",Yes,z_F,Bachelors,z_Blue Collar,48,Commercial,"$10,830",1,Pickup,no,"$45,879",2,No,4,$0,6.0,0
239,321756880,0,33.0,3,14.0,"$26,112",No,"$117,229",Yes,z_F,<High School,Clerical,58,Private,"$14,030",3,z_SUV,no,$0,0,No,0,"$4,277",5.0,1
723,251827434,0,50.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Student,23,Commercial,"$10,080",1,z_SUV,no,$0,0,No,0,$0,10.0,0
6583,136807839,1,35.0,2,10.0,"$45,451",Yes,,z_No,z_F,Bachelors,Professional,48,Private,"$9,650",1,z_SUV,no,$0,0,No,0,$0,8.0,0
2144,843933160,0,48.0,0,11.0,"$71,667",No,$0,z_No,z_F,Bachelors,Professional,53,Private,"$15,340",1,z_SUV,no,$0,0,No,0,"$2,786",12.0,1
8513,241169153,0,56.0,0,13.0,"$41,696",No,"$206,805",Yes,M,z_High School,Professional,36,Private,"$19,480",13,Minivan,yes,$0,0,No,2,$0,2.0,0
3255,525535873,0,53.0,0,12.0,"$112,512",No,$0,z_No,M,PhD,,33,Commercial,"$37,550",3,Panel Truck,yes,$0,0,No,2,"$19,867",14.0,1
5470,28378415,1,46.0,3,16.0,"$119,998",No,"$331,683",Yes,M,PhD,,34,Commercial,"$5,900",10,Pickup,yes,$0,0,No,2,"$4,537",10.0,1
1747,402475362,0,60.0,0,12.0,"$119,035",No,"$385,521",Yes,z_F,PhD,Doctor,12,Private,"$19,200",4,Minivan,no,$0,0,No,2,$0,12.0,0
2996,415552524,3,31.0,3,14.0,"$102,147",No,"$270,030",Yes,M,<High School,z_Blue Collar,28,Private,"$15,310",4,Minivan,no,"$6,455",1,No,2,"$16,678",7.0,1
6962,825815417,0,53.0,0,11.0,"$209,787",No,$0,z_No,z_F,Masters,Lawyer,23,Private,"$41,030",1,Van,no,$0,0,No,0,$0,10.0,0
4893,970111737,0,32.0,4,16.0,"$24,396",No,"$87,591",Yes,M,<High School,Student,49,Commercial,"$9,310",1,Pickup,yes,$0,0,No,4,$0,10.0,0
1332,59026158,0,52.0,0,15.0,"$144,348",No,"$367,562",Yes,M,Masters,,16,Commercial,"$27,810",12,Panel Truck,no,$0,0,No,1,$0,14.0,1
9217,900513938,0,40.0,3,17.0,"$32,038",No,"$156,632",Yes,z_F,Bachelors,Clerical,44,Private,"$20,880",17,Sports Car,no,"$8,260",2,No,1,$0,7.0,0
7718,420936375,0,33.0,0,0.0,$0,No,"$87,708",Yes,M,<High School,Student,24,Commercial,"$20,260",1,Van,yes,$934,2,No,4,"$3,833",0.0,1
6516,846022747,0,45.0,0,4.0,"$148,125",No,"$392,383",Yes,M,PhD,Doctor,38,Private,"$6,400",7,Pickup,no,$0,0,No,2,$0,19.0,1
570,437006760,0,44.0,0,13.0,"$83,569",No,"$249,804",Yes,M,Bachelors,Manager,23,Private,"$6,500",1,Pickup,no,"$44,932",1,Yes,0,$0,7.0,1
8892,956452578,0,38.0,2,12.0,"$115,701",Yes,$0,z_No,M,Bachelors,Manager,37,Commercial,"$33,210",7,Panel Truck,yes,$0,0,No,0,$0,1.0,1
835,640251296,0,60.0,0,,"$7,452",No,$0,z_No,z_F,z_High School,Student,30,Private,"$8,050",1,z_SUV,no,"$9,231",3,No,0,"$2,011",1.0,1
6457,348646112,0,62.0,0,14.0,"$67,112",No,"$238,759",Yes,z_F,Bachelors,Professional,32,Private,"$18,300",1,Sports Car,no,"$8,363",1,No,7,"$4,287",-1.0,1
1417,761909052,0,40.0,0,10.0,"$27,907",No,"$152,144",z_No,z_F,z_High School,Home Maker,40,Private,"$8,390",6,Sports Car,no,$0,0,No,4,$0,6.0,0
1850,414716379,0,53.0,0,15.0,"$55,766",No,"$239,175",Yes,M,Bachelors,z_Blue Collar,18,Commercial,"$23,900",6,Panel Truck,yes,"$5,946",1,No,2,$0,0.0,0
9881,355027902,0,54.0,0,6.0,"$82,964",No,"$302,661",z_No,M,Masters,,33,Commercial,"$39,480",1,Panel Truck,yes,"$5,715",2,No,4,$0,17.0,0
